processed,prod_ID,category
white shoepeg corn,2,Maize (Meal)
white sugar,8,Cane Sugar
white turkey meat,38,Poultry Meat
white whole wheat flmy,1,Wheat & Rye (Bread)
white wine,30,Wine
white wine vinaigrette,30,Wine
white wine vinegar,30,Wine
white wine worcestershire sauce,30,Wine
white zinfandel wine,30,Wine
white-fleshed fish,42,Fish (farmed)
whiting fish fillet,42,Fish (farmed)
whole almond,12,Nuts
whole berry cranberry sauce,29,Berries & Grapes
whole buttermilk,39,Milk
whole canned tomato,21,Tomatoes
whole chestnut,12,Nuts
whole chicken,38,Poultry Meat
whole chicken breast,38,Poultry Meat
whole corn,2,Maize (Meal)
whole cranberry sauce,29,Berries & Grapes
whole duck,38,Poultry Meat
whole grain bread,1,Wheat & Rye (Bread)
whole grain bun,1,Wheat & Rye (Bread)
whole grain cornmeal,2,Maize (Meal)
whole grain oat,4,Oatmeal
whole grain oat flmy,4,Oatmeal
whole grain oatmeal,4,Oatmeal
whole grain rice,5,Rice
whole grain wheat flmy,1,Wheat & Rye (Bread)
whole green chili,25,Other Vegetables
whole green chily,25,Other Vegetables
whole kernel corn,2,Maize (Meal)
whole meal bread,1,Wheat & Rye (Bread)
whole milk,39,Milk
whole milk mozzarella,40,Cheese
whole milk ricotta cheese,40,Cheese
whole mushroom,25,Other Vegetables
whole oat,4,Oatmeal
whole oat groat,4,Oatmeal
whole salmon,42,Fish (farmed)
whole tomato,21,Tomatoes
whole trout,42,Fish (farmed)
whole turkey,38,Poultry Meat
whole turkey breast,38,Poultry Meat
whole unblanched almond,12,Nuts
whole wheat angel hair pastum,1,Wheat & Rye (Bread)
whole wheat bagel,1,Wheat & Rye (Bread)
whole wheat baguette,1,Wheat & Rye (Bread)
whole wheat bow tie pastum,1,Wheat & Rye (Bread)
whole wheat bread,1,Wheat & Rye (Bread)
whole wheat bread crumb,1,Wheat & Rye (Bread)
whole wheat bread cube,1,Wheat & Rye (Bread)
whole wheat bread flmy,1,Wheat & Rye (Bread)
whole wheat breadcrumb,1,Wheat & Rye (Bread)
whole wheat bun,1,Wheat & Rye (Bread)
whole wheat cereal,1,Wheat & Rye (Bread)
whole wheat couscou,1,Wheat & Rye (Bread)
whole wheat cracker,1,Wheat & Rye (Bread)
whole wheat dinner roll,1,Wheat & Rye (Bread)
whole wheat egg noodle,1,Wheat & Rye (Bread)
whole wheat elbow macaroni,1,Wheat & Rye (Bread)
whole wheat english muffin,1,Wheat & Rye (Bread)
whole wheat fettuccine,1,Wheat & Rye (Bread)
whole wheat flat bread,1,Wheat & Rye (Bread)
whole wheat flmy,1,Wheat & Rye (Bread)
whole wheat french bread,1,Wheat & Rye (Bread)
whole wheat fusilli,1,Wheat & Rye (Bread)
whole wheat hamburger bun,1,Wheat & Rye (Bread)
whole wheat hoagie roll,1,Wheat & Rye (Bread)
whole wheat lasagna noodle,1,Wheat & Rye (Bread)
whole wheat linguine,1,Wheat & Rye (Bread)
whole wheat macaroni,1,Wheat & Rye (Bread)
whole wheat noodle,1,Wheat & Rye (Bread)
whole wheat orzo,1,Wheat & Rye (Bread)
whole wheat panko,1,Wheat & Rye (Bread)
whole wheat pasta shell,1,Wheat & Rye (Bread)
whole wheat pastry flmy,1,Wheat & Rye (Bread)
whole wheat pastum,1,Wheat & Rye (Bread)
whole wheat penne,1,Wheat & Rye (Bread)
whole wheat penne rigate,1,Wheat & Rye (Bread)
whole wheat pita,1,Wheat & Rye (Bread)
whole wheat pita bread,1,Wheat & Rye (Bread)
whole wheat pizza crust,1,Wheat & Rye (Bread)
whole wheat pizza dough,1,Wheat & Rye (Bread)
whole wheat rigatoni,1,Wheat & Rye (Bread)
whole wheat roll,1,Wheat & Rye (Bread)
whole wheat rotini,1,Wheat & Rye (Bread)
whole wheat self-rising flmy,1,Wheat & Rye (Bread)
whole wheat spaghettus,1,Wheat & Rye (Bread)
whole wheat spiral pastum,1,Wheat & Rye (Bread)
whole wheat toast,1,Wheat & Rye (Bread)
wholemeal rye flmy,1,Wheat & Rye (Bread)
wide rice noodle,5,Rice
wild blueberry,29,Berries & Grapes
wild duck,38,Poultry Meat
wild mushroom,25,Other Vegetables
wild rice,5,Rice
wild rice mix,5,Rice
wild salmon,42,Fish (farmed)
wine,30,Wine
wine biscuit,1,Wheat & Rye (Bread)
wine vinegar,30,Wine
wine-cured sauerkraut,30,Wine
winter squash,25,Other Vegetables
winter squash puree,25,Other Vegetables
wolfchili,25,Other Vegetables
wood ear mushroom,25,Other Vegetables
worcestershire sauce for chicken,38,Poultry Meat
yellow apple,28,Apples
yellow bean,10,Other Pulses
yellow bean sauce,10,Other Pulses
yellow beet,23,Root Vegetables
yellow bell pepper,25,Other Vegetables
yellow cheese,40,Cheese
yellow cherry tomato,21,Tomatoes
yellow cling peach,31,Other Fruit
yellow corn flmy,2,Maize (Meal)
yellow corn grit,2,Maize (Meal)
yellow cornbread mix,2,Maize (Meal)
yellow cornmeal,2,Maize (Meal)
yellow lentil,10,Other Pulses
yellow onion,22,Onions & Leeks
yellow pattypan squash,25,Other Vegetables
yellow pear tomato,21,Tomatoes
yellow pepper,25,Other Vegetables
yellow potato,6,Potatoes
yellow rice,5,Rice
yellow rice mix,5,Rice
yellow split pea,11,Peas
yellow squash,25,Other Vegetables
yellow sweet bell pepper,25,Other Vegetables
yellow sweet onion,22,Onions & Leeks
yellow sweet pepper,25,Other Vegetables
yellow tomato,21,Tomatoes
yellow wax bean,10,Other Pulses
yellow zucchini,25,Other Vegetables
yellowfin tuna fillet,42,Fish (farmed)
yellowfin tuna steak,42,Fish (farmed)
yellowtail fish fillet,42,Fish (farmed)
yogurt,39,Milk
yogurt cheese,40,Cheese
yogurt starter,39,Milk
yogurt-covered raisin,39,Milk
yoplait creme caramel yogurt,39,Milk
young fresh baby carrot,23,Root Vegetables
young roasting chicken,38,Poultry Meat
yucca root,23,Root Vegetables
yukon gold potato,6,Potatoes
yuzu,26,Citrus Fruit
zucchini,25,Other Vegetables
